customer_id,customer_name,segment,region,city,order_count,total_spent,avg_order_value,last_purchase_date
97,amir williams,consumer,north america,unknown,0,0.00,,
98,amir yamamoto,consumer,europe,unknown,0,0.00,,
99,amir yamamoto,home office,north america,unknown,0,0.00,,
100,ava clark,consumer,europe,unknown,0,0.00,,
101,ava clark,corporate,middle east & africa,unknown,0,0.00,,
102,ava ferrari,home office,south america,unknown,0,0.00,,
103,ava fischer,corporate,asia pacific,unknown,0,0.00,,
104,ava fischer,consumer,north america,unknown,0,0.00,,
105,ava garcia,consumer,north america,unknown,0,0.00,,
106,ava harris,consumer,europe,unknown,0,0.00,,
107,ava jones,consumer,asia pacific,unknown,0,0.00,,
108,ava laurent,corporate,north america,unknown,0,0.00,,
109,ava li,corporate,south america,unknown,0,0.00,,
110,ava martinez,corporate,middle east & africa,unknown,0,0.00,,
111,ava miller,consumer,asia pacific,unknown,0,0.00,,
112,ava oliveira,consumer,europe,unknown,0,0.00,,
113,ava patel,home office,middle east & africa,unknown,0,0.00,,
114,ava rodriguez,corporate,europe,unknown,0,0.00,,
115,ava rossi,consumer,europe,unknown,0,0.00,,
116,ava rossi,corporate,asia pacific,unknown,0,0.00,,
117,ava yamamoto,corporate,asia pacific,unknown,0,0.00,,
118,ava yamamoto,consumer,north america,unknown,0,0.00,,
119,ayumi ali,corporate,europe,unknown,0,0.00,,
120,ayumi clark,home office,north america,unknown,0,0.00,,
121,ayumi ferrari,home office,middle east & africa,unknown,0,0.00,,
122,ayumi garcia,consumer,north america,unknown,0,0.00,,
123,ayumi garcia,corporate,north america,unknown,0,0.00,,
124,ayumi harris,consumer,north america,unknown,0,0.00,,
125,ayumi harris,consumer,europe,unknown,0,0.00,,
126,ayumi johnson,consumer,north america,unknown,0,0.00,,
127,ayumi khan,consumer,north america,unknown,0,0.00,,
128,ayumi kumar,corporate,north america,unknown,0,0.00,,
129,ayumi laurent,consumer,south america,unknown,0,0.00,,
130,ayumi martin,consumer,middle east & africa,unknown,0,0.00,,
131,ayumi martinez,consumer,middle east & africa,unknown,0,0.00,,
132,ayumi miller,corporate,asia pacific,unknown,0,0.00,,
133,ayumi moreau,consumer,europe,unknown,0,0.00,,
134,ayumi nilsson,home office,middle east & africa,unknown,0,0.00,,
135,ayumi pereira,consumer,north america,unknown,0,0.00,,
136,ayumi robinson,corporate,north america,unknown,0,0.00,,
137,ayumi robinson,corporate,asia pacific,unknown,0,0.00,,
138,ayumi romano,consumer,north america,unknown,0,0.00,,
139,ayumi russo,consumer,europe,unknown,0,0.00,,
140,ayumi singh,consumer,europe,unknown,0,0.00,,
141,ayumi smith,consumer,asia pacific,unknown,0,0.00,,
142,ayumi suzuki,corporate,asia pacific,unknown,0,0.00,,
143,ayumi suzuki,corporate,south america,unknown,0,0.00,,
144,ayumi tanaka,corporate,asia pacific,unknown,0,0.00,,
145,ayumi tanaka,corporate,south america,unknown,0,0.00,,
146,ayumi taylor,home office,europe,unknown,0,0.00,,
147,ayumi thomas,consumer,middle east & africa,unknown,0,0.00,,
148,ayumi white,corporate,europe,unknown,0,0.00,,
149,ayumi white,corporate,north america,unknown,0,0.00,,
150,barbara ali,consumer,south america,unknown,0,0.00,,
151,barbara ali,home office,asia pacific,unknown,0,0.00,,
152,barbara ali,corporate,asia pacific,unknown,0,0.00,,
153,barbara davis,consumer,europe,unknown,0,0.00,,
154,barbara davis,home office,europe,unknown,0,0.00,,
155,barbara davis,home office,north america,unknown,0,0.00,,
156,barbara dubois,corporate,north america,unknown,0,0.00,,
157,barbara fischer,corporate,asia pacific,unknown,0,0.00,,
158,barbara hassan,consumer,asia pacific,unknown,0,0.00,,
159,barbara johnson,corporate,asia pacific,unknown,0,0.00,,
160,barbara jones,consumer,north america,unknown,0,0.00,,
161,barbara jones,consumer,europe,unknown,0,0.00,,
162,barbara khan,consumer,north america,unknown,0,0.00,,
163,barbara leroy,home office,north america,unknown,0,0.00,,
164,barbara miller,consumer,asia pacific,unknown,0,0.00,,
165,barbara moreau,home office,middle east & africa,unknown,0,0.00,,
166,barbara nilsson,corporate,asia pacific,unknown,0,0.00,,
167,barbara robinson,consumer,north america,unknown,0,0.00,,
168,barbara rossi,home office,asia pacific,unknown,0,0.00,,
169,barbara russo,corporate,europe,unknown,0,0.00,,
170,barbara sato,consumer,north america,unknown,0,0.00,,
171,barbara sharma,corporate,europe,unknown,0,0.00,,
172,barbara sharma,corporate,north america,unknown,0,0.00,,
173,barbara singh,consumer,north america,unknown,0,0.00,,
174,barbara weber,home office,europe,unknown,0,0.00,,
175,barbara weber,corporate,middle east & africa,unknown,0,0.00,,
176,barbara white,consumer,asia pacific,unknown,0,0.00,,
177,barbara williams,corporate,north america,unknown,0,0.00,,
178,carlos ahmed,consumer,north america,unknown,0,0.00,,
179,carlos ali,consumer,north america,unknown,0,0.00,,
180,carlos ali,consumer,asia pacific,unknown,0,0.00,,
181,carlos anderson,home office,middle east & africa,unknown,0,0.00,,
182,carlos davis,home office,asia pacific,unknown,0,0.00,,
183,carlos dubois,consumer,south america,unknown,0,0.00,,
184,carlos ferrari,home office,north america,unknown,0,0.00,,
185,carlos jackson,corporate,middle east & africa,unknown,0,0.00,,
186,carlos jones,home office,north america,unknown,0,0.00,,
187,carlos martinez,consumer,south america,unknown,0,0.00,,
188,carlos patel,corporate,middle east & africa,unknown,0,0.00,,
189,carlos robinson,corporate,south america,unknown,0,0.00,,
190,carlos rodriguez,consumer,middle east & africa,unknown,0,0.00,,
191,carlos rodriguez,corporate,south america,unknown,0,0.00,,
192,carlos santos,corporate,middle east & africa,unknown,0,0.00,,
193,carlos schmidt,corporate,europe,unknown,0,0.00,,
194,carlos schmidt,home office,europe,unknown,0,0.00,,
195,carlos sharma,corporate,north america,unknown,0,0.00,,
196,carlos sharma,corporate,asia pacific,unknown,0,0.00,,
197,carlos sharma,consumer,north america,unknown,0,0.00,,
198,carlos smith,home office,north america,unknown,0,0.00,,
199,carlos thomas,home office,north america,unknown,0,0.00,,
200,carlos thomas,consumer,europe,unknown,0,0.00,,
201,carlos thompson,consumer,south america,unknown,0,0.00,,
202,carlos wang,corporate,north america,unknown,0,0.00,,
203,carlos yamamoto,consumer,north america,unknown,0,0.00,,
204,chen ali,corporate,south america,unknown,0,0.00,,
205,chen anderson,corporate,north america,unknown,0,0.00,,
206,chen chen,consumer,asia pacific,unknown,0,0.00,,
207,chen dubois,corporate,europe,unknown,0,0.00,,
208,chen garcia,consumer,asia pacific,unknown,0,0.00,,
209,chen johansson,corporate,south america,unknown,0,0.00,,
210,chen johnson,consumer,middle east & africa,unknown,0,0.00,,
211,chen khan,corporate,north america,unknown,0,0.00,,
212,chen laurent,consumer,north america,unknown,0,0.00,,
213,chen martin,consumer,europe,unknown,0,0.00,,
214,chen martinez,consumer,asia pacific,unknown,0,0.00,,
215,chen miller,consumer,europe,unknown,0,0.00,,
216,chen nilsson,home office,europe,unknown,0,0.00,,
217,chen patel,home office,asia pacific,unknown,0,0.00,,
218,chen patel,corporate,middle east & africa,unknown,0,0.00,,
219,chen patel,home office,north america,unknown,0,0.00,,
220,chen rodriguez,home office,europe,unknown,0,0.00,,
221,chen romano,home office,europe,unknown,0,0.00,,
222,chen romano,consumer,asia pacific,unknown,0,0.00,,
223,chen rossi,corporate,north america,unknown,0,0.00,,
224,chen rossi,home office,north america,unknown,0,0.00,,
225,chen santos,corporate,asia pacific,unknown,0,0.00,,
226,chen santos,corporate,north america,unknown,0,0.00,,
227,chen singh,consumer,asia pacific,unknown,0,0.00,,
228,chen smith,corporate,europe,unknown,0,0.00,,
229,chen tanaka,corporate,asia pacific,unknown,0,0.00,,
230,chen tanaka,home office,asia pacific,unknown,0,0.00,,
231,chen taylor,home office,asia pacific,unknown,0,0.00,,
232,chen thompson,consumer,north america,unknown,0,0.00,,
233,chen thompson,consumer,south america,unknown,0,0.00,,
234,christopher ahmed,corporate,north america,unknown,0,0.00,,
235,christopher brown,corporate,north america,unknown,0,0.00,,
236,christopher chen,consumer,asia pacific,unknown,0,0.00,,
237,christopher clark,corporate,south america,unknown,0,0.00,,
238,christopher davis,consumer,asia pacific,unknown,0,0.00,,
239,christopher fischer,consumer,europe,unknown,0,0.00,,
240,christopher harris,consumer,asia pacific,unknown,0,0.00,,
241,christopher harris,corporate,europe,unknown,0,0.00,,
242,christopher jackson,consumer,asia pacific,unknown,0,0.00,,
243,christopher jones,consumer,north america,unknown,0,0.00,,
244,christopher khan,consumer,asia pacific,unknown,0,0.00,,
245,christopher khan,home office,europe,unknown,0,0.00,,
246,christopher leroy,corporate,europe,unknown,0,0.00,,
247,christopher martinez,consumer,asia pacific,unknown,0,0.00,,
248,christopher miller,consumer,asia pacific,unknown,0,0.00,,
249,christopher müller,consumer,north america,unknown,0,0.00,,
250,christopher park,consumer,europe,unknown,0,0.00,,
251,christopher robinson,consumer,asia pacific,unknown,0,0.00,,
252,christopher rodriguez,consumer,europe,unknown,0,0.00,,
253,christopher rossi,corporate,asia pacific,unknown,0,0.00,,
254,christopher schmidt,consumer,north america,unknown,0,0.00,,
255,christopher tanaka,home office,middle east & africa,unknown,0,0.00,,
256,christopher taylor,consumer,north america,unknown,0,0.00,,
257,christopher thompson,consumer,asia pacific,unknown,0,0.00,,
258,christopher williams,home office,asia pacific,unknown,0,0.00,,
259,clara ali,consumer,north america,unknown,0,0.00,,
260,clara brown,home office,europe,unknown,0,0.00,,
261,clara clark,home office,north america,unknown,0,0.00,,
262,clara costa,corporate,europe,unknown,0,0.00,,
263,clara dubois,corporate,asia pacific,unknown,0,0.00,,
264,clara fischer,corporate,north america,unknown,0,0.00,,
265,clara garcia,consumer,asia pacific,unknown,0,0.00,,
266,clara garcia,consumer,north america,unknown,0,0.00,,
267,clara hassan,corporate,europe,unknown,0,0.00,,
268,clara hassan,consumer,asia pacific,unknown,0,0.00,,
269,clara jackson,consumer,asia pacific,unknown,0,0.00,,
270,clara johnson,consumer,asia pacific,unknown,0,0.00,,
271,clara laurent,corporate,north america,unknown,0,0.00,,
272,clara leroy,consumer,asia pacific,unknown,0,0.00,,
273,clara martin,consumer,north america,unknown,0,0.00,,
274,clara martinez,home office,north america,unknown,0,0.00,,
275,clara miller,consumer,north america,unknown,0,0.00,,
276,clara miller,consumer,europe,unknown,0,0.00,,
277,clara moreau,corporate,north america,unknown,0,0.00,,
278,clara nilsson,consumer,asia pacific,unknown,0,0.00,,
279,clara oliveira,consumer,north america,unknown,0,0.00,,
280,clara robinson,consumer,europe,unknown,0,0.00,,
281,clara robinson,home office,europe,unknown,0,0.00,,
282,clara rodriguez,corporate,north america,unknown,0,0.00,,
283,clara romano,consumer,europe,unknown,0,0.00,,
284,clara romano,consumer,asia pacific,unknown,0,0.00,,
285,clara santos,corporate,north america,unknown,0,0.00,,
286,clara sato,home office,asia pacific,unknown,0,0.00,,
287,clara schmidt,corporate,south america,unknown,0,0.00,,
288,clara sharma,consumer,middle east & africa,unknown,0,0.00,,
289,clara singh,consumer,asia pacific,unknown,0,0.00,,
290,clara smith,corporate,south america,unknown,0,0.00,,
291,clara tanaka,corporate,middle east & africa,unknown,0,0.00,,
292,clara tanaka,corporate,north america,unknown,0,0.00,,
293,clara taylor,corporate,europe,unknown,0,0.00,,
294,clara williams,consumer,south america,unknown,0,0.00,,
295,david anderson,consumer,middle east & africa,unknown,0,0.00,,
296,david chen,corporate,south america,unknown,0,0.00,,
297,david clark,consumer,europe,unknown,0,0.00,,
298,david harris,corporate,europe,unknown,0,0.00,,
299,david kumar,consumer,europe,unknown,0,0.00,,
300,david laurent,consumer,north america,unknown,0,0.00,,
301,david leroy,corporate,middle east & africa,unknown,0,0.00,,
302,david nilsson,consumer,asia pacific,unknown,0,0.00,,
303,david park,consumer,middle east & africa,unknown,0,0.00,,
304,david rodriguez,consumer,asia pacific,unknown,0,0.00,,
305,david schmidt,consumer,europe,unknown,0,0.00,,
306,david smith,consumer,middle east & africa,unknown,0,0.00,,
307,david smith,corporate,north america,unknown,0,0.00,,
308,david smith,corporate,europe,unknown,0,0.00,,
309,david suzuki,consumer,middle east & africa,unknown,0,0.00,,
310,david thompson,consumer,europe,unknown,0,0.00,,
311,david white,home office,north america,unknown,0,0.00,,
312,david williams,consumer,north america,unknown,0,0.00,,
313,diego anderson,consumer,middle east & africa,unknown,0,0.00,,
314,diego davis,corporate,europe,unknown,0,0.00,,
315,diego ferrari,corporate,europe,unknown,0,0.00,,
316,diego harris,consumer,europe,unknown,0,0.00,,
317,diego hassan,consumer,europe,unknown,0,0.00,,
318,diego jackson,corporate,asia pacific,unknown,0,0.00,,
319,diego johansson,consumer,middle east & africa,unknown,0,0.00,,
320,diego johansson,consumer,asia pacific,unknown,0,0.00,,
321,diego jones,corporate,asia pacific,unknown,0,0.00,,
322,diego kim,consumer,europe,unknown,0,0.00,,
323,diego kim,home office,europe,unknown,0,0.00,,
324,diego li,consumer,europe,unknown,0,0.00,,
325,diego miller,consumer,europe,unknown,0,0.00,,
326,diego miller,home office,asia pacific,unknown,0,0.00,,
327,diego nilsson,consumer,europe,unknown,0,0.00,,
328,diego pereira,home office,middle east & africa,unknown,0,0.00,,
329,diego robinson,corporate,asia pacific,unknown,0,0.00,,
330,diego rossi,corporate,north america,unknown,0,0.00,,
331,diego schmidt,consumer,middle east & africa,unknown,0,0.00,,
332,diego schmidt,corporate,middle east & africa,unknown,0,0.00,,
333,diego sharma,corporate,europe,unknown,0,0.00,,
334,diego suzuki,corporate,north america,unknown,0,0.00,,
335,diego thomas,consumer,north america,unknown,0,0.00,,
336,diego thomas,consumer,middle east & africa,unknown,0,0.00,,
337,diego weber,home office,europe,unknown,0,0.00,,
338,diego williams,consumer,asia pacific,unknown,0,0.00,,
339,elizabeth ahmed,corporate,south america,unknown,0,0.00,,
340,elizabeth chen,home office,north america,unknown,0,0.00,,
341,elizabeth dubois,consumer,asia pacific,unknown,0,0.00,,
342,elizabeth fischer,corporate,north america,unknown,0,0.00,,
343,elizabeth fischer,home office,europe,unknown,0,0.00,,
344,elizabeth garcia,home office,asia pacific,unknown,0,0.00,,
345,elizabeth harris,home office,asia pacific,unknown,0,0.00,,
346,elizabeth harris,corporate,north america,unknown,0,0.00,,
347,elizabeth johnson,home office,north america,unknown,0,0.00,,
348,elizabeth martin,consumer,europe,unknown,0,0.00,,
349,elizabeth miller,home office,north america,unknown,0,0.00,,
350,elizabeth moreau,home office,asia pacific,unknown,0,0.00,,
351,elizabeth park,corporate,europe,unknown,0,0.00,,
352,elizabeth patel,consumer,south america,unknown,0,0.00,,
353,elizabeth santos,consumer,europe,unknown,0,0.00,,
354,elizabeth sato,consumer,middle east & africa,unknown,0,0.00,,
355,elizabeth schmidt,corporate,north america,unknown,0,0.00,,
356,elizabeth sharma,consumer,europe,unknown,0,0.00,,
357,elizabeth singh,corporate,asia pacific,unknown,0,0.00,,
358,elizabeth singh,home office,north america,unknown,0,0.00,,
359,elizabeth taylor,corporate,europe,unknown,0,0.00,,
360,elizabeth taylor,home office,asia pacific,unknown,0,0.00,,
361,elizabeth wang,corporate,north america,unknown,0,0.00,,
362,elizabeth weber,consumer,europe,unknown,0,0.00,,
363,elizabeth williams,consumer,north america,unknown,0,0.00,,
364,elizabeth williams,corporate,europe,unknown,0,0.00,,
365,elizabeth zhang,corporate,north america,unknown,0,0.00,,
366,emma anderson,home office,north america,unknown,0,0.00,,
367,emma brown,consumer,europe,unknown,0,0.00,,
368,emma chen,consumer,asia pacific,unknown,0,0.00,,
369,emma clark,consumer,north america,unknown,0,0.00,,
370,emma dubois,home office,europe,unknown,0,0.00,,
371,emma dubois,consumer,europe,unknown,0,0.00,,
372,emma jackson,consumer,north america,unknown,0,0.00,,
373,emma johansson,corporate,north america,unknown,0,0.00,,
374,emma johnson,corporate,middle east & africa,unknown,0,0.00,,
375,emma johnson,corporate,asia pacific,unknown,0,0.00,,
376,emma johnson,corporate,europe,unknown,0,0.00,,
377,emma kim,consumer,asia pacific,unknown,0,0.00,,
378,emma kim,consumer,europe,unknown,0,0.00,,
379,emma laurent,consumer,asia pacific,unknown,0,0.00,,
380,emma martinez,home office,middle east & africa,unknown,0,0.00,,
381,emma miller,consumer,europe,unknown,0,0.00,,
382,emma moreau,consumer,europe,unknown,0,0.00,,
383,emma müller,consumer,europe,unknown,0,0.00,,
384,emma müller,corporate,europe,unknown,0,0.00,,
385,emma nilsson,corporate,asia pacific,unknown,0,0.00,,
386,emma oliveira,consumer,europe,unknown,0,0.00,,
387,emma pereira,consumer,north america,unknown,0,0.00,,
388,emma romano,home office,europe,unknown,0,0.00,,
389,emma sato,consumer,asia pacific,unknown,0,0.00,,
390,emma sharma,consumer,middle east & africa,unknown,0,0.00,,
391,emma sharma,consumer,north america,unknown,0,0.00,,
392,emma suzuki,consumer,asia pacific,unknown,0,0.00,,
393,emma suzuki,home office,europe,unknown,0,0.00,,
394,emma tanaka,home office,south america,unknown,0,0.00,,
395,emma thompson,corporate,north america,unknown,0,0.00,,
396,emma wang,consumer,asia pacific,unknown,0,0.00,,
397,emma wang,consumer,europe,unknown,0,0.00,,
398,emma weber,corporate,south america,unknown,0,0.00,,
399,emma zhang,corporate,middle east & africa,unknown,0,0.00,,
400,ethan chen,consumer,north america,unknown,0,0.00,,
401,ethan chen,corporate,north america,unknown,0,0.00,,
402,ethan clark,consumer,asia pacific,unknown,0,0.00,,
403,ethan hassan,corporate,asia pacific,unknown,0,0.00,,
404,ethan johnson,consumer,middle east & africa,unknown,0,0.00,,
405,ethan johnson,home office,asia pacific,unknown,0,0.00,,
406,ethan jones,consumer,middle east & africa,unknown,0,0.00,,
407,ethan khan,corporate,north america,unknown,0,0.00,,
408,ethan kim,corporate,south america,unknown,0,0.00,,
409,ethan kumar,corporate,north america,unknown,0,0.00,,
410,ethan li,home office,north america,unknown,0,0.00,,
411,ethan li,consumer,asia pacific,unknown,0,0.00,,
412,ethan moreau,consumer,europe,unknown,0,0.00,,
413,ethan rodriguez,corporate,europe,unknown,0,0.00,,
414,ethan santos,consumer,asia pacific,unknown,0,0.00,,
415,ethan thomas,corporate,middle east & africa,unknown,0,0.00,,
416,ethan wang,corporate,europe,unknown,0,0.00,,
417,ethan wang,corporate,south america,unknown,0,0.00,,
418,ethan williams,consumer,north america,unknown,0,0.00,,
419,ethan yamamoto,home office,asia pacific,unknown,0,0.00,,
420,fatima brown,consumer,europe,unknown,0,0.00,,
421,fatima costa,corporate,asia pacific,unknown,0,0.00,,
422,fatima davis,consumer,middle east & africa,unknown,0,0.00,,
423,fatima ferrari,corporate,asia pacific,unknown,0,0.00,,
424,fatima fischer,corporate,north america,unknown,0,0.00,,
425,fatima fischer,home office,europe,unknown,0,0.00,,
426,fatima jackson,home office,europe,unknown,0,0.00,,
427,fatima johnson,consumer,europe,unknown,0,0.00,,
428,fatima jones,corporate,north america,unknown,0,0.00,,
429,fatima kim,corporate,europe,unknown,0,0.00,,
430,fatima kumar,consumer,middle east & africa,unknown,0,0.00,,
431,fatima laurent,home office,south america,unknown,0,0.00,,
432,fatima li,consumer,north america,unknown,0,0.00,,
433,fatima martin,home office,asia pacific,unknown,0,0.00,,
434,fatima müller,corporate,europe,unknown,0,0.00,,
435,fatima patel,consumer,north america,unknown,0,0.00,,
436,fatima patel,home office,north america,unknown,0,0.00,,
437,fatima robinson,corporate,europe,unknown,0,0.00,,
438,fatima rossi,consumer,asia pacific,unknown,0,0.00,,
439,fatima singh,corporate,asia pacific,unknown,0,0.00,,
440,fatima smith,home office,asia pacific,unknown,0,0.00,,
441,fatima smith,consumer,south america,unknown,0,0.00,,
442,fatima smith,corporate,south america,unknown,0,0.00,,
443,fatima suzuki,home office,south america,unknown,0,0.00,,
444,fatima suzuki,consumer,north america,unknown,0,0.00,,
445,fatima wang,consumer,asia pacific,unknown,0,0.00,,
446,fatima weber,consumer,europe,unknown,0,0.00,,
447,fatima williams,home office,asia pacific,unknown,0,0.00,,
448,fatima williams,home office,north america,unknown,0,0.00,,
449,fatima williams,corporate,europe,unknown,0,0.00,,
450,fatima williams,consumer,south america,unknown,0,0.00,,
451,fatima yamamoto,consumer,middle east & africa,unknown,0,0.00,,
452,fatima yamamoto,consumer,south america,unknown,0,0.00,,
453,fatima zhang,consumer,asia pacific,unknown,0,0.00,,
454,fatima zhang,consumer,north america,unknown,0,0.00,,
455,felix ahmed,consumer,europe,unknown,0,0.00,,
456,felix costa,home office,middle east & africa,unknown,0,0.00,,
457,felix davis,home office,north america,unknown,0,0.00,,
458,felix fischer,corporate,south america,unknown,0,0.00,,
459,felix hassan,home office,europe,unknown,0,0.00,,
460,felix johansson,consumer,north america,unknown,0,0.00,,
461,felix kim,corporate,north america,unknown,0,0.00,,
462,felix laurent,corporate,north america,unknown,0,0.00,,
463,felix laurent,home office,asia pacific,unknown,0,0.00,,
464,felix leroy,corporate,europe,unknown,0,0.00,,
465,felix miller,consumer,asia pacific,unknown,0,0.00,,
466,felix moreau,consumer,europe,unknown,0,0.00,,
467,felix müller,corporate,asia pacific,unknown,0,0.00,,
468,felix park,consumer,south america,unknown,0,0.00,,
469,felix patel,consumer,europe,unknown,0,0.00,,
470,felix pereira,consumer,europe,unknown,0,0.00,,
471,felix robinson,corporate,asia pacific,unknown,0,0.00,,
472,felix rodriguez,home office,north america,unknown,0,0.00,,
473,felix romano,consumer,europe,unknown,0,0.00,,
474,felix romano,corporate,north america,unknown,0,0.00,,
475,felix schmidt,corporate,north america,unknown,0,0.00,,
476,felix singh,consumer,asia pacific,unknown,0,0.00,,
477,felix smith,consumer,middle east & africa,unknown,0,0.00,,
478,felix smith,consumer,europe,unknown,0,0.00,,
479,felix smith,corporate,south america,unknown,0,0.00,,
480,felix smith,consumer,north america,unknown,0,0.00,,
481,felix taylor,home office,north america,unknown,0,0.00,,
482,felix white,home office,europe,unknown,0,0.00,,
483,felix white,consumer,asia pacific,unknown,0,0.00,,
484,felix yamamoto,consumer,asia pacific,unknown,0,0.00,,
485,giulia ali,consumer,asia pacific,unknown,0,0.00,,
486,giulia anderson,consumer,north america,unknown,0,0.00,,
487,giulia anderson,consumer,asia pacific,unknown,0,0.00,,
488,giulia brown,consumer,europe,unknown,0,0.00,,
489,giulia brown,corporate,asia pacific,unknown,0,0.00,,
490,giulia dubois,consumer,south america,unknown,0,0.00,,
