date,customer,product,quantity,price,sales,month,year,row_id,order_id,ship_date,ship_mode,customer_id,segment,country,city,state,postal_code,region,retail_sales_people,product_id,category,sub_category,returned,discount,profit,day_of_week,is_weekend,revenue,total_spend,order_count,product_total_sales,source
2016-01-16,eric hoffmann,wilson jones active use binders,2,5.824,11.648,1,2016,26,ca-2016-121755,2016-01-20,second class,eh-13945,consumer,united states,los angeles,california,90049,west,anna andreadi,off-bi-10001634,office supplies,binders,not,0.2,4.2224,saturday,True,11.648,684.1709999999999,17,115.024,retail_supply_chain_sales
2016-01-16,eric hoffmann,imation 8gb mini traveldrive usb 2.0 flash drive,3,30.189999999999998,90.57,1,2016,27,ca-2016-121755,2016-01-20,second class,eh-13945,consumer,united states,los angeles,california,90049,west,anna andreadi,tec-ac-10003027,technology,accessories,not,0.0,11.7741,saturday,True,90.57,684.1709999999999,17,350.20399999999995,retail_supply_chain_sales
2015-09-17,tracy blumstein,avery recycled flexi-view covers for binding systems,2,4.809,9.618,9,2015,29,us-2015-150630,2015-09-21,standard class,tb-21520,consumer,united states,philadelphia,pennsylvania,19140,east,chuck magee,off-bi-10000474,office supplies,binders,not,0.7,-7.0532,thursday,False,9.618,1654.056,19,197.169,retail_supply_chain_sales
2015-09-17,tracy blumstein,"howard miller 13-3/4"" diameter brushed chrome round wall clock",3,41.4,124.2,9,2015,30,us-2015-150630,2015-09-21,standard class,tb-21520,consumer,united states,philadelphia,pennsylvania,19140,east,chuck magee,fur-fu-10004848,furniture,furnishings,not,0.2,15.525,thursday,False,124.19999999999999,1654.056,19,1324.8,retail_supply_chain_sales
2015-09-17,tracy blumstein,poly string tie envelopes,2,1.632,3.264,9,2015,31,us-2015-150630,2015-09-21,standard class,tb-21520,consumer,united states,philadelphia,pennsylvania,19140,east,chuck magee,off-en-10001509,office supplies,envelopes,not,0.2,1.1016,thursday,False,3.264,1654.056,19,68.136,retail_supply_chain_sales
2015-09-17,tracy blumstein,"boston model 1800 electric pencil sharpeners, putty/woodgrain",6,14.384,86.304,9,2015,32,us-2015-150630,2015-09-21,standard class,tb-21520,consumer,united states,philadelphia,pennsylvania,19140,east,chuck magee,off-ar-10004042,office supplies,art,not,0.2,9.7092,thursday,False,86.304,1654.056,19,496.248,retail_supply_chain_sales
2015-09-17,tracy blumstein,"acco pressboard covers with storage hooks, 14 7/8"" x 11"", executive red",6,1.143,6.858,9,2015,33,us-2015-150630,2015-09-21,standard class,tb-21520,consumer,united states,philadelphia,pennsylvania,19140,east,chuck magee,off-bi-10001525,office supplies,binders,not,0.7,-5.715,thursday,False,6.8580000000000005,1654.056,19,63.627,retail_supply_chain_sales
2015-09-17,tracy blumstein,lumber crayons,2,7.88,15.76,9,2015,34,us-2015-150630,2015-09-21,standard class,tb-21520,consumer,united states,philadelphia,pennsylvania,19140,east,chuck magee,off-ar-10001683,office supplies,art,not,0.2,3.546,thursday,False,15.76,1654.056,19,171.39,retail_supply_chain_sales
2017-10-19,matt abelman,easy-staple paper,3,9.824,29.472,10,2017,35,ca-2017-107727,2017-10-23,second class,ma-17560,home office,united states,houston,texas,77095,central,kelly williams,off-pa-10000249,office supplies,paper,not,0.2,9.9468,thursday,False,29.472,2373.259,31,2504.192,retail_supply_chain_sales
2016-08-12,gene hale,"electrix architect's clamp-on swing arm lamp, black",5,38.184,190.92,8,2016,37,ca-2016-117590,2016-10-12,first class,gh-14485,corporate,united states,richardson,texas,75080,central,kelly williams,fur-fu-10003664,furniture,furnishings,not,0.6,-147.963,friday,False,190.92,263.7,2,668.22,retail_supply_chain_sales
2015-12-27,steve nguyen,"#10-4 1/8"" x 9 1/2"" premium diagonal seam envelopes",9,12.592,113.328,12,2015,38,ca-2015-117415,2015-12-31,standard class,sn-20710,home office,united states,houston,texas,77041,central,kelly williams,off-en-10002986,office supplies,envelopes,not,0.2,35.415,sunday,True,113.328,2083.72,17,176.288,retail_supply_chain_sales
2015-12-27,steve nguyen,"global fabric manager's chair, dark gray",3,70.68599999999999,212.058,12,2015,40,ca-2015-117415,2015-12-31,standard class,sn-20710,home office,united states,houston,texas,77041,central,kelly williams,fur-ch-10004218,furniture,chairs,not,0.3,-15.147,sunday,True,212.058,2083.72,17,1635.876,retail_supply_chain_sales
2015-12-27,steve nguyen,plantronics hl10 handset lifter,4,92.792,371.168,12,2015,41,ca-2015-117415,2015-12-31,standard class,sn-20710,home office,united states,houston,texas,77041,central,kelly williams,tec-ph-10000486,technology,phones,not,0.2,41.7564,sunday,True,371.168,2083.72,17,371.168,retail_supply_chain_sales
2017-10-09,linda cazamias,panasonic kx-ts550,4,36.792,147.168,10,2017,42,ca-2017-120999,2017-10-09,standard class,lc-16930,corporate,united states,naperville,illinois,60540,central,kelly williams,tec-ph-10004093,technology,phones,not,0.2,16.5564,monday,False,147.168,1071.8300000000002,12,846.216,retail_supply_chain_sales
2016-07-17,ruben ausman,"eldon base for stackable storage shelf, platinum",2,38.94,77.88,7,2016,43,ca-2016-101343,2016-07-22,standard class,ra-19885,corporate,united states,los angeles,california,90049,west,anna andreadi,off-st-10003479,office supplies,storage,not,0.0,3.894,sunday,True,77.88,1010.098,12,872.256,retail_supply_chain_sales
2017-09-19,erin smith,"advantus 10-drawer portable organizer, chrome metal frame, smoke drawers",2,47.808,95.616,9,2017,44,ca-2017-139619,2017-09-23,standard class,es-14080,corporate,united states,melbourne,florida,32935,south,cassandra brandow,off-st-10003282,office supplies,storage,not,0.2,9.5616,tuesday,False,95.616,2478.924,18,1051.7759999999998,retail_supply_chain_sales
2016-11-03,odella nelson,"verbatim 25 gb 6x blu-ray single layer recordable disc, 25/pack",2,22.99,45.98,11,2016,45,ca-2016-118255,2016-11-03,first class,on-18715,corporate,united states,eagan,minnesota,55122,central,kelly williams,tec-ac-10000171,technology,accessories,not,0.0,19.7714,thursday,False,45.98,937.496,14,248.292,retail_supply_chain_sales
2016-11-03,odella nelson,wilson jones leather-like binders with dubllock round rings,2,8.73,17.46,11,2016,46,ca-2016-118255,2016-11-03,first class,on-18715,corporate,united states,eagan,minnesota,55122,central,kelly williams,off-bi-10003291,office supplies,binders,not,0.0,8.2062,thursday,False,17.46,937.496,14,238.329,retail_supply_chain_sales
2014-10-20,patrick o'donnell,"gould plastics 9-pocket panel bin, 18-3/8w x 5-1/4d x 20-1/2h, black",4,52.99,211.96,10,2014,47,ca-2014-146703,2014-10-25,second class,po-18865,consumer,united states,westland,michigan,48185,central,kelly williams,off-st-10001713,office supplies,storage,not,0.0,8.4784,monday,False,211.96,1888.462,12,953.82,retail_supply_chain_sales
2016-06-20,lena hernandez,imation 8gb micro traveldrive usb 2.0 flash drive,3,15.0,45.0,6,2016,48,ca-2016-169194,2016-06-25,standard class,lh-16900,consumer,united states,dover,delaware,19901,east,chuck magee,tec-ac-10002167,technology,accessories,not,0.0,4.95,monday,False,45.0,1656.512,14,357.0,retail_supply_chain_sales
2016-06-20,lena hernandez,"lf elite 3d dazzle designer hard case cover, lf stylus pen and wiper for apple iphone 5c mini lite",2,10.9,21.8,6,2016,49,ca-2016-169194,2016-06-25,standard class,lh-16900,consumer,united states,dover,delaware,19901,east,chuck magee,tec-ph-10003988,technology,phones,not,0.0,6.104,monday,False,21.8,1656.512,14,261.6,retail_supply_chain_sales
2015-04-18,darren powers,"c-line peel & stick add-on filing pockets, 8-3/4 x 5-1/8, 10/pack",6,6.37,38.22,4,2015,50,ca-2015-115742,2015-04-22,standard class,dp-13000,consumer,united states,new albany,indiana,47150,central,kelly williams,off-bi-10004410,office supplies,binders,not,0.0,17.9634,saturday,True,38.22,1050.636,17,85.995,retail_supply_chain_sales
2015-04-18,darren powers,avery 485,6,12.530000000000001,75.18,4,2015,51,ca-2015-115742,2015-04-22,standard class,dp-13000,consumer,united states,new albany,indiana,47150,central,kelly williams,off-la-10002762,office supplies,labels,not,0.0,35.3346,saturday,True,75.18,1050.636,17,639.03,retail_supply_chain_sales
2015-04-18,darren powers,longer-life soft white bulbs,2,3.08,6.16,4,2015,52,ca-2015-115742,2015-04-22,standard class,dp-13000,consumer,united states,new albany,indiana,47150,central,kelly williams,fur-fu-10001706,furniture,furnishings,not,0.0,2.9568,saturday,True,6.16,1050.636,17,115.192,retail_supply_chain_sales
2015-04-18,darren powers,"global leather task chair, black",1,89.99,89.99,4,2015,53,ca-2015-115742,2015-04-22,standard class,dp-13000,consumer,united states,new albany,indiana,47150,central,kelly williams,fur-ch-10003061,furniture,chairs,not,0.0,17.0981,saturday,True,89.99,1050.636,17,1448.839,retail_supply_chain_sales
2016-11-12,janet molinari,advantus push pins,7,2.18,15.26,11,2016,54,ca-2016-105816,2016-12-17,standard class,jm-15265,corporate,united states,new york city,new york,10024,east,chuck magee,off-fa-10000304,office supplies,fasteners,not,0.0,6.2566,saturday,True,15.260000000000002,774.196,12,54.936,retail_supply_chain_sales
2016-06-17,ted butterfield,home/office personal file carts,6,34.76,208.56,6,2016,56,ca-2016-111682,2016-06-18,first class,tb-21055,consumer,united states,troy,new york,12180,east,chuck magee,off-st-10000604,office supplies,storage,yes,0.0,52.14,friday,False,208.56,1467.881,18,980.232,retail_supply_chain_sales
2016-06-17,ted butterfield,xerox 232,5,6.4799999999999995,32.4,6,2016,57,ca-2016-111682,2016-06-18,first class,tb-21055,consumer,united states,troy,new york,12180,east,chuck magee,off-pa-10001569,office supplies,paper,yes,0.0,15.552,friday,False,32.4,1467.881,18,120.52799999999999,retail_supply_chain_sales
2016-06-17,ted butterfield,novimex turbo task chair,5,63.882000000000005,319.41,6,2016,58,ca-2016-111682,2016-06-18,first class,tb-21055,consumer,united states,troy,new york,12180,east,chuck magee,fur-ch-10003968,furniture,chairs,yes,0.1,7.098,friday,False,319.41,1467.881,18,1341.5220000000002,retail_supply_chain_sales
2016-06-17,ted butterfield,"array parchment paper, assorted colors",2,7.28,14.56,6,2016,59,ca-2016-111682,2016-06-18,first class,tb-21055,consumer,united states,troy,new york,12180,east,chuck magee,off-pa-10000587,office supplies,paper,yes,0.0,6.9888,friday,False,14.56,1467.881,18,106.288,retail_supply_chain_sales
2016-06-17,ted butterfield,imation 8gb micro traveldrive usb 2.0 flash drive,2,15.0,30.0,6,2016,60,ca-2016-111682,2016-06-18,first class,tb-21055,consumer,united states,troy,new york,12180,east,chuck magee,tec-ac-10002167,technology,accessories,yes,0.0,3.3,friday,False,30.0,1467.881,18,357.0,retail_supply_chain_sales
2016-06-17,ted butterfield,plastic binding combs,4,12.12,48.48,6,2016,61,ca-2016-111682,2016-06-18,first class,tb-21055,consumer,united states,troy,new york,12180,east,chuck magee,off-bi-10001460,office supplies,binders,yes,0.2,16.362,friday,False,48.48,1467.881,18,269.67,retail_supply_chain_sales
2016-06-17,ted butterfield,prang dustless chalk sticks,1,1.68,1.68,6,2016,62,ca-2016-111682,2016-06-18,first class,tb-21055,consumer,united states,troy,new york,12180,east,chuck magee,off-ar-10001868,office supplies,art,yes,0.0,0.84,friday,False,1.68,1467.881,18,38.976,retail_supply_chain_sales
2015-11-24,kunst miller,"verbatim 25 gb 6x blu-ray single layer recordable disc, 3/pack",2,6.99,13.98,11,2015,63,ca-2015-135545,2015-11-30,standard class,km-16720,consumer,united states,los angeles,california,90004,west,anna andreadi,tec-ac-10004633,technology,accessories,not,0.0,6.1512,tuesday,False,13.98,2343.186,25,184.536,retail_supply_chain_sales
2015-11-24,kunst miller,"acco presstex data binder with storage hooks, dark blue, 14 7/8"" x 11""",6,4.304,25.824,11,2015,64,ca-2015-135545,2015-11-30,standard class,km-16720,consumer,united states,los angeles,california,90004,west,anna andreadi,off-bi-10001078,office supplies,binders,not,0.2,9.3612,tuesday,False,25.824,2343.186,25,175.388,retail_supply_chain_sales
2015-11-24,kunst miller,xerox 1943,3,48.91,146.73,11,2015,65,ca-2015-135545,2015-11-30,standard class,km-16720,consumer,united states,los angeles,california,90004,west,anna andreadi,off-pa-10003892,office supplies,paper,not,0.0,68.9631,tuesday,False,146.73,2343.186,25,743.432,retail_supply_chain_sales
2015-11-24,kunst miller,luxo economy swing arm lamp,4,19.94,79.76,11,2015,66,ca-2015-135545,2015-11-30,standard class,km-16720,consumer,united states,los angeles,california,90004,west,anna andreadi,fur-fu-10000397,furniture,furnishings,not,0.0,22.3328,tuesday,False,79.76,2343.186,25,338.98,retail_supply_chain_sales
2015-04-30,paul stevenson,"global value mid-back manager's chair, gray",5,42.623000000000005,213.115,4,2015,67,us-2015-164175,2015-05-05,standard class,ps-18970,home office,united states,chicago,illinois,60610,central,kelly williams,fur-ch-10001146,furniture,chairs,not,0.3,-15.2225,thursday,False,213.115,1278.639,13,1978.925,retail_supply_chain_sales
2014-05-12,brendan sweed,nettalk duo voip telephone service,4,41.992,167.968,5,2014,69,ca-2014-106376,2014-10-12,standard class,bs-11590,corporate,united states,gilbert,arizona,85234,west,anna andreadi,tec-ph-10002726,technology,phones,not,0.2,62.988,monday,False,167.968,639.944,8,1112.788,retail_supply_chain_sales
2016-04-06,karen daniels,"snap-a-way black print carbonless ruled speed letter, triplicate",2,37.94,75.88,4,2016,70,ca-2016-119823,2016-06-06,first class,kd-16270,consumer,united states,springfield,virginia,22153,south,cassandra brandow,off-pa-10000482,office supplies,paper,not,0.0,35.6636,wednesday,False,75.88,1648.846,13,1016.7919999999999,retail_supply_chain_sales
2016-09-18,henry macallister,avery binding system hidden tab executive style index sets,1,4.616,4.616,9,2016,71,ca-2016-106075,2016-09-23,standard class,hm-14980,consumer,united states,new york city,new york,10009,east,chuck magee,off-bi-10004654,office supplies,binders,not,0.2,1.731,sunday,True,4.616,232.316,6,91.743,retail_supply_chain_sales
2017-09-14,tracy blumstein,"telephone message books with fax/mobile section, 5 1/2"" x 3 3/16""",3,6.3500000000000005,19.05,9,2017,72,ca-2017-114440,2017-09-17,second class,tb-21520,consumer,united states,jackson,michigan,49201,central,kelly williams,off-pa-10004675,office supplies,paper,not,0.0,8.763,thursday,False,19.05,1654.056,19,99.06,retail_supply_chain_sales
2015-04-26,joel eaton,"tenex traditional chairmats for medium pile carpet, standard lip, 36"" x 48""",2,48.52,97.04,4,2015,74,us-2015-134026,2015-04-26,standard class,je-15745,consumer,united states,memphis,tennessee,38109,south,cassandra brandow,fur-fu-10003708,furniture,furnishings,not,0.2,1.213,sunday,True,97.04,2783.489,20,776.3199999999999,retail_supply_chain_sales
2015-04-26,joel eaton,safco industrial wire shelving system,1,72.784,72.784,4,2015,75,us-2015-134026,2015-04-26,standard class,je-15745,consumer,united states,memphis,tennessee,38109,south,cassandra brandow,off-st-10004123,office supplies,storage,not,0.2,-18.196,sunday,True,72.784,2783.489,20,1364.7,retail_supply_chain_sales
2017-09-12,ken brennan,economy binders,3,0.416,1.248,9,2017,76,us-2017-118038,2017-11-12,first class,kb-16600,corporate,united states,houston,texas,77041,central,kelly williams,off-bi-10004182,office supplies,binders,not,0.8,-1.9344,tuesday,False,1.248,353.972,8,29.952,retail_supply_chain_sales
2017-09-12,ken brennan,"6"" cubicle wall clock, black",3,3.236,9.708,9,2017,77,us-2017-118038,2017-11-12,first class,kb-16600,corporate,united states,houston,texas,77041,central,kelly williams,fur-fu-10000260,furniture,furnishings,not,0.6,-5.8248,tuesday,False,9.708,353.972,8,124.586,retail_supply_chain_sales
2017-09-12,ken brennan,"simplifile personal file, black granite, 15w x 6-15/16d x 11-1/4h",3,9.08,27.24,9,2017,78,us-2017-118038,2017-11-12,first class,kb-16600,corporate,united states,houston,texas,77041,central,kelly williams,off-st-10000615,office supplies,storage,not,0.2,2.724,tuesday,False,27.240000000000002,353.972,8,347.31,retail_supply_chain_sales
2014-11-26,joel eaton,"eldon expressions desk accessory, wood pencil holder, oak",5,3.8600000000000003,19.3,11,2014,79,us-2014-147606,2014-11-26,second class,je-15745,consumer,united states,houston,texas,77070,central,kelly williams,fur-fu-10003194,furniture,furnishings,not,0.6,-14.475,wednesday,False,19.3,2783.489,20,108.08,retail_supply_chain_sales
2016-12-06,stewart carmichael,"1.7 cubic foot compact ""cube"" office refrigerators",1,208.16,208.16,12,2016,80,ca-2016-127208,2016-12-06,first class,sc-20770,corporate,united states,decatur,alabama,35601,south,cassandra brandow,off-ap-10002118,office supplies,appliances,not,0.0,56.2032,tuesday,False,208.16,2682.071,18,1165.696,retail_supply_chain_sales
2016-12-06,stewart carmichael,avery heavy-duty ezd binder with locking rings,3,5.579999999999999,16.74,12,2016,81,ca-2016-127208,2016-12-06,first class,sc-20770,corporate,united states,decatur,alabama,35601,south,cassandra brandow,off-bi-10002309,office supplies,binders,not,0.0,8.0352,tuesday,False,16.74,2682.071,18,110.48400000000001,retail_supply_chain_sales
2014-12-10,duane noonan,"premium writing pencils, soft, #2 by central association for the blind",5,2.98,14.9,12,2014,82,ca-2014-139451,2014-12-10,standard class,dn-13690,consumer,united states,san francisco,california,94122,west,anna andreadi,off-ar-10002053,office supplies,art,not,0.0,4.172,wednesday,False,14.9,1297.07,10,81.652,retail_supply_chain_sales
2014-12-10,duane noonan,"sortfiler multipurpose personal file organizer, black",1,21.39,21.39,12,2014,83,ca-2014-139451,2014-12-10,standard class,dn-13690,consumer,united states,san francisco,california,94122,west,anna andreadi,off-st-10002370,office supplies,storage,not,0.0,6.2031,wednesday,False,21.39,1297.07,10,483.414,retail_supply_chain_sales
2015-03-09,julie creighton,jet-pak recycled peel 'n' seal padded mailers,7,28.712,200.984,3,2015,84,ca-2015-149734,2015-08-09,standard class,jc-16105,corporate,united states,durham,north carolina,27707,south,cassandra brandow,off-en-10000927,office supplies,envelopes,not,0.2,62.8075,monday,False,200.984,858.576,9,552.706,retail_supply_chain_sales
2017-11-13,christopher schild,safco industrial wire shelving,3,76.792,230.376,11,2017,85,us-2017-119662,2017-11-16,first class,cs-12400,home office,united states,chicago,illinois,60623,central,kelly williams,off-st-10003656,office supplies,storage,not,0.2,-48.9549,monday,False,230.376,1669.28,11,691.128,retail_supply_chain_sales
2017-05-28,patrick o'donnell,novimex swivel fabric task chair,2,150.98,301.96,5,2017,86,ca-2017-140088,2017-05-30,second class,po-18865,consumer,united states,columbia,south carolina,29203,south,cassandra brandow,fur-ch-10000863,furniture,chairs,not,0.0,33.2156,sunday,True,301.96,1888.462,12,1147.4479999999999,retail_supply_chain_sales
2017-10-26,paul gonzalez,logitech ls21 speaker system - pc multimedia - 2.1-ch - wired,1,19.99,19.99,10,2017,87,ca-2017-155558,2017-10-26,standard class,pg-18895,consumer,united states,rochester,minnesota,55901,central,kelly williams,tec-ac-10001998,technology,accessories,not,0.0,6.7966,thursday,False,19.99,1483.204,16,207.896,retail_supply_chain_sales
2017-10-26,paul gonzalez,avery 511,2,3.08,6.16,10,2017,88,ca-2017-155558,2017-10-26,standard class,pg-18895,consumer,united states,rochester,minnesota,55901,central,kelly williams,off-la-10000134,office supplies,labels,not,0.0,2.9568,thursday,False,6.16,1483.204,16,56.672,retail_supply_chain_sales
2016-05-04,gary mitchum,eldon portable mobile manager,7,22.624,158.368,5,2016,89,ca-2016-159695,2016-10-04,second class,gm-14455,home office,united states,houston,texas,77095,central,kelly williams,off-st-10003442,office supplies,storage,not,0.2,13.8572,wednesday,False,158.368,1495.322,10,899.304,retail_supply_chain_sales
2016-09-17,jim sink,turquoise lead holder with pocket clip,3,6.7,20.1,9,2016,90,ca-2016-109806,2016-09-22,standard class,js-15685,corporate,united states,los angeles,california,90036,west,anna andreadi,off-ar-10004930,office supplies,art,yes,0.0,6.633,saturday,True,20.1,1131.0639999999999,11,37.52,retail_supply_chain_sales
2016-09-17,jim sink,panasonic kx-ts550,2,36.792,73.584,9,2016,91,ca-2016-109806,2016-09-22,standard class,js-15685,corporate,united states,los angeles,california,90036,west,anna andreadi,tec-ph-10004093,technology,phones,yes,0.2,8.2782,saturday,True,73.584,1131.0639999999999,11,846.216,retail_supply_chain_sales
2016-09-17,jim sink,xerox 1995,1,6.48,6.48,9,2016,92,ca-2016-109806,2016-09-22,standard class,js-15685,corporate,united states,los angeles,california,90036,west,anna andreadi,off-pa-10000304,office supplies,paper,yes,0.0,3.1104,saturday,True,6.48,1131.0639999999999,11,121.82400000000001,retail_supply_chain_sales
2015-01-31,karl braun,xerox 1999,2,6.48,12.96,1,2015,93,ca-2015-149587,2015-05-02,second class,kb-16315,consumer,united states,minneapolis,minnesota,55407,central,kelly williams,off-pa-10003177,office supplies,paper,not,0.0,6.2208,saturday,True,12.96,1569.464,22,98.49600000000001,retail_supply_chain_sales
2015-01-31,karl braun,"seth thomas 13 1/2"" wall clock",3,17.78,53.34,1,2015,94,ca-2015-149587,2015-05-02,second class,kb-16315,consumer,united states,minneapolis,minnesota,55407,central,kelly williams,fur-fu-10003799,furniture,furnishings,not,0.0,16.5354,saturday,True,53.34,1569.464,22,316.48400000000004,retail_supply_chain_sales
2015-01-31,karl braun,ibico standard transparent covers,2,16.48,32.96,1,2015,95,ca-2015-149587,2015-05-02,second class,kb-16315,consumer,united states,minneapolis,minnesota,55407,central,kelly williams,off-bi-10002852,office supplies,binders,not,0.0,16.1504,saturday,True,32.96,1569.464,22,390.576,retail_supply_chain_sales
2017-06-11,roger barcio,flexible leather- look classic collection ring binder,1,5.682,5.682,6,2017,96,us-2017-109484,2017-12-11,standard class,rb-19705,home office,united states,portland,oregon,97206,west,anna andreadi,off-bi-10004738,office supplies,binders,not,0.7,-3.788,sunday,True,5.682,398.19,5,142.05,retail_supply_chain_sales
2017-09-11,parhena norris,9-3/4 diameter round wall clock,7,13.790000000000001,96.53,9,2017,97,ca-2017-161018,2017-11-11,second class,pn-18775,home office,united states,new york city,new york,10009,east,chuck magee,fur-fu-10000629,furniture,furnishings,not,0.0,40.5426,monday,False,96.53,903.212,12,455.07,retail_supply_chain_sales
