customer_id,customer_name,segment,region,city,last_purchase_date,days_since_last_purchase
1260,omar leroy,corporate,north america,unknown,2023-03-25,1012
169,barbara russo,corporate,europe,unknown,2023-03-26,1011
1603,thomas chen,consumer,europe,unknown,2023-03-27,1010
126,ayumi johnson,consumer,north america,unknown,2023-03-29,1008
181,carlos anderson,home office,middle east & africa,unknown,2023-03-29,1008
571,hans santos,consumer,north america,unknown,2023-03-29,1008
1302,oscar taylor,home office,asia pacific,unknown,2023-03-29,1008
1617,thomas oliveira,corporate,north america,unknown,2023-03-29,1008
367,emma brown,consumer,europe,unknown,2023-03-30,1007
1598,susan white,corporate,asia pacific,unknown,2023-03-31,1006
687,james anderson,corporate,north america,unknown,2023-04-01,1005
1160,nadia weber,consumer,europe,unknown,2023-04-01,1005
1155,nadia santos,consumer,south america,unknown,2023-04-02,1004
1218,olga zhang,corporate,middle east & africa,unknown,2023-04-02,1004
1691,william nilsson,corporate,europe,unknown,2023-04-03,1003
102,ava ferrari,home office,south america,unknown,2023-04-04,1002
704,james sharma,corporate,north america,unknown,2023-04-04,1002
1397,priya zhang,corporate,north america,unknown,2023-04-04,1002
1424,richard ali,consumer,north america,unknown,2023-04-04,1002
1428,richard harris,corporate,europe,unknown,2023-04-04,1002
320,diego johansson,consumer,asia pacific,unknown,2023-04-05,1001
660,jamal ferrari,consumer,asia pacific,unknown,2023-04-05,1001
1437,richard müller,consumer,north america,unknown,2023-04-05,1001
901,li pereira,corporate,asia pacific,unknown,2023-04-06,1000
1128,michael yamamoto,corporate,south america,unknown,2023-04-07,999
1195,olga leroy,home office,europe,unknown,2023-04-07,999
1105,michael ferrari,home office,asia pacific,unknown,2023-04-09,997
1191,olga hassan,corporate,asia pacific,unknown,2023-04-09,997
1381,priya park,consumer,north america,unknown,2023-04-09,997
1015,maria martinez,consumer,north america,unknown,2023-04-10,996
1022,maria schmidt,consumer,asia pacific,unknown,2023-04-10,996
549,hans fischer,corporate,north america,unknown,2023-04-13,993
962,lucas chen,consumer,asia pacific,unknown,2023-04-13,993
1368,priya jones,consumer,middle east & africa,unknown,2023-04-14,992
489,giulia brown,corporate,asia pacific,unknown,2023-04-16,990
758,jessica sato,consumer,asia pacific,unknown,2023-04-16,990
908,li taylor,consumer,north america,unknown,2023-04-16,990
202,carlos wang,corporate,north america,unknown,2023-04-19,987
279,clara oliveira,consumer,north america,unknown,2023-04-19,987
911,li white,corporate,asia pacific,unknown,2023-04-20,986
465,felix miller,consumer,asia pacific,unknown,2023-04-21,985
1759,zara patel,corporate,middle east & africa,unknown,2023-04-22,984
1643,wei johansson,corporate,asia pacific,unknown,2023-04-23,983
1528,sarah robinson,home office,europe,unknown,2023-04-24,982
815,karen moreau,consumer,asia pacific,unknown,2023-04-25,981
1276,omar williams,corporate,asia pacific,unknown,2023-04-25,981
842,kenji jones,consumer,asia pacific,unknown,2023-04-26,980
1002,marco taylor,consumer,north america,unknown,2023-04-26,980
912,li yamamoto,consumer,asia pacific,unknown,2023-04-29,977
103,ava fischer,corporate,asia pacific,unknown,2023-04-30,976
1093,mia smith,consumer,north america,unknown,2023-05-01,975
630,ivan anderson,corporate,asia pacific,unknown,2023-05-02,974
1416,raj thomas,consumer,north america,unknown,2023-05-03,973
676,jamal schmidt,home office,asia pacific,unknown,2023-05-04,972
854,kenji romano,consumer,asia pacific,unknown,2023-05-05,971
1360,priya chen,home office,north america,unknown,2023-05-05,971
42,ali miller,consumer,north america,unknown,2023-05-06,970
779,john robinson,consumer,north america,unknown,2023-05-06,970
1663,wei sato,corporate,asia pacific,unknown,2023-05-08,968
83,amir garcia,corporate,europe,unknown,2023-05-10,966
256,christopher taylor,consumer,north america,unknown,2023-05-11,965
887,layla santos,corporate,europe,unknown,2023-05-11,965
233,chen thompson,consumer,south america,unknown,2023-05-12,964
318,diego jackson,corporate,asia pacific,unknown,2023-05-13,963
431,fatima laurent,home office,south america,unknown,2023-05-14,962
1230,olivia kumar,corporate,asia pacific,unknown,2023-05-15,961
1315,patricia dubois,corporate,north america,unknown,2023-05-15,961
1411,raj rossi,consumer,north america,unknown,2023-05-15,961
637,ivan li,home office,south america,unknown,2023-05-16,960
713,jennifer costa,consumer,north america,unknown,2023-05-16,960
1460,robert jackson,corporate,europe,unknown,2023-05-16,960
1134,nadia brown,home office,asia pacific,unknown,2023-05-17,959
269,clara jackson,consumer,asia pacific,unknown,2023-05-18,958
332,diego schmidt,corporate,middle east & africa,unknown,2023-05-18,958
373,emma johansson,corporate,north america,unknown,2023-05-18,958
658,jamal clark,consumer,asia pacific,unknown,2023-05-18,958
966,lucas khan,consumer,north america,unknown,2023-05-18,958
1338,pierre fischer,corporate,middle east & africa,unknown,2023-05-18,958
221,chen romano,home office,europe,unknown,2023-05-19,957
1575,sophie yamamoto,consumer,north america,unknown,2023-05-20,956
555,hans johnson,home office,asia pacific,unknown,2023-05-22,954
25,ahmed taylor,home office,asia pacific,unknown,2023-05-23,953
1325,patricia müller,consumer,north america,unknown,2023-05-23,953
1760,zara rodriguez,consumer,north america,unknown,2023-05-25,951
285,clara santos,corporate,north america,unknown,2023-05-26,950
516,hanna davis,consumer,europe,unknown,2023-05-29,947
168,barbara rossi,home office,asia pacific,unknown,2023-05-30,946
1299,oscar santos,corporate,north america,unknown,2023-06-01,944
1312,patricia chen,home office,europe,unknown,2023-06-01,944
1472,robert sharma,consumer,asia pacific,unknown,2023-06-01,944
228,chen smith,corporate,europe,unknown,2023-06-03,942
844,kenji leroy,corporate,asia pacific,unknown,2023-06-04,941
1434,richard li,consumer,europe,unknown,2023-06-04,941
1750,zara kim,corporate,north america,unknown,2023-06-05,940
240,christopher harris,consumer,asia pacific,unknown,2023-06-06,939
308,david smith,corporate,europe,unknown,2023-06-06,939
399,emma zhang,corporate,middle east & africa,unknown,2023-06-06,939
725,jennifer nilsson,consumer,asia pacific,unknown,2023-06-06,939
994,marco martin,consumer,asia pacific,unknown,2023-06-06,939
1660,wei romano,consumer,middle east & africa,unknown,2023-06-07,938
1746,zara ferrari,consumer,north america,unknown,2023-06-07,938
1761,zara rodriguez,corporate,europe,unknown,2023-06-07,938
578,hans yamamoto,consumer,asia pacific,unknown,2023-06-08,937
1257,omar garcia,corporate,asia pacific,unknown,2023-06-08,937
34,ali johansson,home office,middle east & africa,unknown,2023-06-09,936
1090,mia sharma,consumer,north america,unknown,2023-06-09,936
1682,william hassan,corporate,middle east & africa,unknown,2023-06-09,936
80,amir chen,consumer,north america,unknown,2023-06-10,935
251,christopher robinson,consumer,asia pacific,unknown,2023-06-11,934
608,isabella jackson,consumer,europe,unknown,2023-06-11,934
954,linda smith,consumer,europe,unknown,2023-06-11,934
1172,noah khan,home office,north america,unknown,2023-06-11,934
705,james suzuki,corporate,north america,unknown,2023-06-12,933
1521,sarah kim,corporate,europe,unknown,2023-06-12,933
1641,wei harris,consumer,asia pacific,unknown,2023-06-12,933
1614,thomas li,consumer,north america,unknown,2023-06-13,932
459,felix hassan,home office,europe,unknown,2023-06-14,931
602,isabella ahmed,consumer,asia pacific,unknown,2023-06-14,931
95,amir thompson,corporate,middle east & africa,unknown,2023-06-17,928
215,chen miller,consumer,europe,unknown,2023-06-17,928
183,carlos dubois,consumer,south america,unknown,2023-06-19,926
832,karen wang,corporate,middle east & africa,unknown,2023-06-19,926
1399,raj chen,home office,asia pacific,unknown,2023-06-19,926
1720,xiao taylor,corporate,middle east & africa,unknown,2023-06-20,925
426,fatima jackson,home office,europe,unknown,2023-06-21,924
1678,william clark,corporate,north america,unknown,2023-06-22,923
7,ahmed garcia,corporate,middle east & africa,unknown,2023-06-23,922
137,ayumi robinson,corporate,asia pacific,unknown,2023-06-23,922
387,emma pereira,consumer,north america,unknown,2023-06-23,922
1046,mary johansson,consumer,asia pacific,unknown,2023-06-24,921
1114,michael martin,consumer,middle east & africa,unknown,2023-06-26,919
190,carlos rodriguez,consumer,middle east & africa,unknown,2023-06-27,918
613,isabella kumar,corporate,europe,unknown,2023-06-27,918
706,james tanaka,consumer,middle east & africa,unknown,2023-06-27,918
824,karen sato,corporate,europe,unknown,2023-06-27,918
1076,mia harris,corporate,north america,unknown,2023-06-28,917
1392,priya thomas,consumer,europe,unknown,2023-06-28,917
1198,olga nilsson,consumer,north america,unknown,2023-06-29,916
1200,olga patel,consumer,asia pacific,unknown,2023-06-29,916
493,giulia johnson,corporate,north america,unknown,2023-07-01,914
991,marco harris,consumer,middle east & africa,unknown,2023-07-01,914
1170,noah jones,home office,asia pacific,unknown,2023-07-01,914
1300,oscar schmidt,consumer,asia pacific,unknown,2023-07-01,914
1386,priya schmidt,corporate,europe,unknown,2023-07-01,914
1549,sophie harris,consumer,asia pacific,unknown,2023-07-03,912
1473,robert smith,home office,middle east & africa,unknown,2023-07-04,911
584,ingrid khan,home office,north america,unknown,2023-07-05,910
986,lucas white,home office,north america,unknown,2023-07-06,909
1140,nadia jackson,corporate,north america,unknown,2023-07-06,909
1590,susan miller,corporate,north america,unknown,2023-07-06,909
26,ahmed thompson,consumer,europe,unknown,2023-07-07,908
1391,priya thomas,home office,south america,unknown,2023-07-07,908
323,diego kim,home office,europe,unknown,2023-07-08,907
490,giulia dubois,consumer,south america,unknown,2023-07-09,906
1377,priya martinez,consumer,asia pacific,unknown,2023-07-09,906
193,carlos schmidt,corporate,europe,unknown,2023-07-10,905
717,jennifer garcia,consumer,north america,unknown,2023-07-10,905
1285,oscar johnson,consumer,north america,unknown,2023-07-10,905
346,elizabeth harris,corporate,north america,unknown,2023-07-11,904
1180,noah santos,consumer,asia pacific,unknown,2023-07-11,904
36,ali jones,consumer,north america,unknown,2023-07-12,903
661,jamal harris,corporate,middle east & africa,unknown,2023-07-13,902
982,lucas suzuki,corporate,south america,unknown,2023-07-13,902
278,clara nilsson,consumer,asia pacific,unknown,2023-07-14,901
574,hans singh,home office,europe,unknown,2023-07-15,900
310,david thompson,consumer,europe,unknown,2023-07-16,899
1357,priya ali,home office,europe,unknown,2023-07-16,899
662,jamal jones,consumer,north america,unknown,2023-07-17,898
1629,thomas thompson,consumer,asia pacific,unknown,2023-07-18,897
314,diego davis,corporate,europe,unknown,2023-07-19,896
421,fatima costa,corporate,asia pacific,unknown,2023-07-19,896
1064,mary weber,corporate,north america,unknown,2023-07-19,896
62,amina johansson,corporate,europe,unknown,2023-07-20,895
294,clara williams,consumer,south america,unknown,2023-07-22,893
401,ethan chen,corporate,north america,unknown,2023-07-22,893
707,james taylor,consumer,asia pacific,unknown,2023-07-22,893
210,chen johnson,consumer,middle east & africa,unknown,2023-07-24,891
442,fatima smith,corporate,south america,unknown,2023-07-25,890
831,karen thomas,corporate,north america,unknown,2023-07-26,889
965,lucas jones,consumer,south america,unknown,2023-07-26,889
354,elizabeth sato,consumer,middle east & africa,unknown,2023-07-27,888
1380,priya nilsson,consumer,middle east & africa,unknown,2023-07-27,888
1487,sakura jones,corporate,middle east & africa,unknown,2023-07-28,887
1719,xiao smith,consumer,south america,unknown,2023-07-28,887
791,joseph johnson,corporate,north america,unknown,2023-07-29,886
934,liam wang,consumer,asia pacific,unknown,2023-07-29,886
1244,olivia sharma,corporate,middle east & africa,unknown,2023-07-30,885
456,felix costa,home office,middle east & africa,unknown,2023-07-31,884
1687,william martinez,corporate,asia pacific,unknown,2023-07-31,884
1177,noah oliveira,consumer,europe,unknown,2023-08-01,883
1604,thomas chen,corporate,south america,unknown,2023-08-01,883
1179,noah russo,home office,asia pacific,unknown,2023-08-02,882
90,amir singh,corporate,north america,unknown,2023-08-03,881
1054,mary miller,consumer,south america,unknown,2023-08-04,880
1240,olivia rossi,consumer,middle east & africa,unknown,2023-08-04,880
1649,wei li,corporate,north america,unknown,2023-08-04,880
253,christopher rossi,corporate,asia pacific,unknown,2023-08-05,879
1119,michael rodriguez,consumer,south america,unknown,2023-08-05,879
1497,sakura rodriguez,corporate,asia pacific,unknown,2023-08-05,879
543,hans anderson,consumer,south america,unknown,2023-08-06,878
703,james schmidt,consumer,asia pacific,unknown,2023-08-06,878
916,liam johansson,corporate,middle east & africa,unknown,2023-08-06,878
1671,wei yamamoto,corporate,europe,unknown,2023-08-07,877
20,ahmed singh,home office,europe,unknown,2023-08-08,876
655,jamal ahmed,corporate,north america,unknown,2023-08-08,876
937,linda brown,consumer,north america,unknown,2023-08-08,876
1351,pierre wang,consumer,europe,unknown,2023-08-09,875
633,ivan davis,corporate,asia pacific,unknown,2023-08-10,874
509,giulia taylor,corporate,south america,unknown,2023-08-11,873
533,hanna rossi,consumer,europe,unknown,2023-08-11,873
1684,william kim,consumer,north america,unknown,2023-08-11,873
158,barbara hassan,consumer,asia pacific,unknown,2023-08-12,872
502,giulia pereira,consumer,asia pacific,unknown,2023-08-12,872
261,clara clark,home office,north america,unknown,2023-08-13,871
835,karen zhang,home office,asia pacific,unknown,2023-08-13,871
769,john brown,consumer,europe,unknown,2023-08-14,870
1309,oscar white,corporate,north america,unknown,2023-08-14,870
55,amina ali,consumer,north america,unknown,2023-08-15,869
823,karen russo,consumer,europe,unknown,2023-08-15,869
1304,oscar thomas,home office,north america,unknown,2023-08-15,869
408,ethan kim,corporate,south america,unknown,2023-08-16,868
436,fatima patel,home office,north america,unknown,2023-08-16,868
716,jennifer garcia,consumer,south america,unknown,2023-08-16,868
1594,susan wang,consumer,south america,unknown,2023-08-16,868
860,kenji suzuki,corporate,north america,unknown,2023-08-17,867
924,liam pereira,home office,asia pacific,unknown,2023-08-18,866
1661,wei santos,corporate,north america,unknown,2023-08-18,866
160,barbara jones,consumer,north america,unknown,2023-08-19,865
478,felix smith,consumer,europe,unknown,2023-08-19,865
1044,mary hassan,home office,north america,unknown,2023-08-19,865
258,christopher williams,home office,asia pacific,unknown,2023-08-22,862
1395,priya weber,consumer,middle east & africa,unknown,2023-08-22,862
150,barbara ali,consumer,south america,unknown,2023-08-23,861
666,jamal leroy,home office,south america,unknown,2023-08-23,861
1710,xiao laurent,consumer,asia pacific,unknown,2023-08-23,861
645,ivan pereira,home office,middle east & africa,unknown,2023-08-24,860
413,ethan rodriguez,corporate,europe,unknown,2023-08-25,859
1271,omar singh,consumer,middle east & africa,unknown,2023-08-25,859
1110,michael khan,corporate,north america,unknown,2023-08-27,857
1265,omar park,consumer,europe,unknown,2023-08-27,857
1446,richard tanaka,consumer,middle east & africa,unknown,2023-08-27,857
130,ayumi martin,consumer,middle east & africa,unknown,2023-08-29,855
1258,omar hassan,consumer,asia pacific,unknown,2023-08-29,855
220,chen rodriguez,home office,europe,unknown,2023-08-30,854
487,giulia anderson,consumer,asia pacific,unknown,2023-08-30,854
623,isabella taylor,corporate,north america,unknown,2023-08-30,854
1074,mia davis,consumer,asia pacific,unknown,2023-08-30,854
291,clara tanaka,corporate,middle east & africa,unknown,2023-08-31,853
1037,mary chen,home office,europe,unknown,2023-08-31,853
1052,mary martin,corporate,asia pacific,unknown,2023-08-31,853
1264,omar park,corporate,north america,unknown,2023-08-31,853
1366,priya jackson,consumer,north america,unknown,2023-08-31,853
281,clara robinson,home office,europe,unknown,2023-09-01,852
1100,michael ali,consumer,europe,unknown,2023-09-02,851
297,david clark,consumer,europe,unknown,2023-09-03,850
773,john laurent,consumer,north america,unknown,2023-09-03,850
1740,yuki zhang,consumer,north america,unknown,2023-09-03,850
419,ethan yamamoto,home office,asia pacific,unknown,2023-09-04,849
1193,olga leroy,consumer,asia pacific,unknown,2023-09-04,849
61,amina johansson,consumer,europe,unknown,2023-09-05,848
1183,noah taylor,consumer,north america,unknown,2023-09-05,848
575,hans smith,consumer,asia pacific,unknown,2023-09-06,847
659,jamal clark,consumer,middle east & africa,unknown,2023-09-06,847
1622,thomas santos,consumer,north america,unknown,2023-09-06,847
1735,yuki rodriguez,corporate,north america,unknown,2023-09-06,847
1019,maria rodriguez,consumer,north america,unknown,2023-09-08,845
1211,olga taylor,consumer,north america,unknown,2023-09-08,845
1269,omar russo,home office,asia pacific,unknown,2023-09-08,845
998,marco sato,consumer,north america,unknown,2023-09-09,844
1481,sakura ali,consumer,middle east & africa,unknown,2023-09-09,844
316,diego harris,consumer,europe,unknown,2023-09-10,843
1542,sophie brown,corporate,north america,unknown,2023-09-10,843
445,fatima wang,consumer,asia pacific,unknown,2023-09-11,842
534,hanna santos,home office,asia pacific,unknown,2023-09-11,842
598,ingrid weber,corporate,north america,unknown,2023-09-13,840
35,ali johnson,corporate,north america,unknown,2023-09-14,839
521,hanna khan,consumer,south america,unknown,2023-09-15,838
348,elizabeth martin,consumer,europe,unknown,2023-09-16,837
794,joseph martinez,home office,north america,unknown,2023-09-16,837
920,liam laurent,consumer,north america,unknown,2023-09-16,837
33,ali johansson,corporate,north america,unknown,2023-09-17,836
1113,michael li,corporate,north america,unknown,2023-09-17,836
985,lucas thomas,corporate,asia pacific,unknown,2023-09-18,835
19,ahmed sharma,home office,north america,unknown,2023-09-19,834
690,james clark,consumer,middle east & africa,unknown,2023-09-20,833
871,layla fischer,corporate,asia pacific,unknown,2023-09-21,832
1518,sarah khan,home office,south america,unknown,2023-09-21,832
1721,xiao wang,consumer,south america,unknown,2023-09-21,832
969,lucas leroy,corporate,europe,unknown,2023-09-23,830
761,jessica tanaka,consumer,north america,unknown,2023-09-24,829
765,jessica wang,home office,north america,unknown,2023-09-24,829
1538,sarah thompson,consumer,south america,unknown,2023-09-25,828
617,isabella patel,consumer,north america,unknown,2023-09-26,827
974,lucas oliveira,consumer,europe,unknown,2023-09-26,827
1225,olivia ferrari,home office,asia pacific,unknown,2023-09-26,827
1704,xiao ferrari,home office,europe,unknown,2023-09-26,827
996,marco nilsson,consumer,asia pacific,unknown,2023-09-27,826
777,john patel,consumer,asia pacific,unknown,2023-09-28,825
119,ayumi ali,corporate,europe,unknown,2023-09-29,824
380,emma martinez,home office,middle east & africa,unknown,2023-09-29,824
1364,priya garcia,corporate,asia pacific,unknown,2023-09-29,824
1547,sophie clark,home office,asia pacific,unknown,2023-09-29,824
433,fatima martin,home office,asia pacific,unknown,2023-09-30,823
192,carlos santos,corporate,middle east & africa,unknown,2023-10-02,821
673,jamal robinson,corporate,middle east & africa,unknown,2023-10-02,821
1261,omar li,corporate,south america,unknown,2023-10-02,821
328,diego pereira,home office,middle east & africa,unknown,2023-10-04,819
495,giulia khan,home office,north america,unknown,2023-10-04,819
792,joseph leroy,consumer,south america,unknown,2023-10-04,819
123,ayumi garcia,corporate,north america,unknown,2023-10-05,818
461,felix kim,corporate,north america,unknown,2023-10-05,818
1441,richard romano,corporate,south america,unknown,2023-10-05,818
1754,zara moreau,consumer,south america,unknown,2023-10-05,818
1320,patricia kim,consumer,asia pacific,unknown,2023-10-06,817
1323,patricia martinez,home office,middle east & africa,unknown,2023-10-07,816
523,hanna kumar,consumer,south america,unknown,2023-10-08,815
589,ingrid moreau,consumer,north america,unknown,2023-10-08,815
752,jessica müller,home office,europe,unknown,2023-10-08,815
1436,richard moreau,corporate,middle east & africa,unknown,2023-10-08,815
1523,sarah li,consumer,middle east & africa,unknown,2023-10-08,815
1475,robert taylor,home office,south america,unknown,2023-10-09,814
257,christopher thompson,consumer,asia pacific,unknown,2023-10-10,813
691,james harris,corporate,north america,unknown,2023-10-10,813
1561,sophie martinez,corporate,europe,unknown,2023-10-10,813
615,isabella li,consumer,europe,unknown,2023-10-11,812
852,kenji romano,corporate,north america,unknown,2023-10-11,812
1026,maria tanaka,corporate,middle east & africa,unknown,2023-10-11,812
1307,oscar thompson,consumer,europe,unknown,2023-10-13,810
88,amir park,consumer,middle east & africa,unknown,2023-10-14,809
402,ethan clark,consumer,asia pacific,unknown,2023-10-14,809
174,barbara weber,home office,europe,unknown,2023-10-15,808
786,joseph chen,corporate,europe,unknown,2023-10-17,806
1007,maria costa,corporate,middle east & africa,unknown,2023-10-17,806
1582,susan jackson,corporate,europe,unknown,2023-10-17,806
766,jessica weber,home office,middle east & africa,unknown,2023-10-18,805
917,liam jones,consumer,asia pacific,unknown,2023-10-18,805
1454,robert clark,corporate,middle east & africa,unknown,2023-10-18,805
904,li sharma,consumer,middle east & africa,unknown,2023-10-20,803
1120,michael sato,corporate,asia pacific,unknown,2023-10-20,803
1156,nadia tanaka,corporate,europe,unknown,2023-10-20,803
1496,sakura rodriguez,corporate,north america,unknown,2023-10-20,803
1536,sarah tanaka,corporate,asia pacific,unknown,2023-10-20,803
1595,susan weber,corporate,europe,unknown,2023-10-20,803
154,barbara davis,home office,europe,unknown,2023-10-22,801
983,lucas suzuki,consumer,north america,unknown,2023-10-22,801
951,linda russo,consumer,asia pacific,unknown,2023-10-23,800
122,ayumi garcia,consumer,north america,unknown,2023-10-24,799
342,elizabeth fischer,corporate,north america,unknown,2023-10-24,799
818,karen robinson,home office,asia pacific,unknown,2023-10-24,799
450,fatima williams,consumer,south america,unknown,2023-10-25,798
